img_path,age
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\britney_spears\y\Xukc0Ro_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\britney_spears\y\x_2c484299_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\britney_spears\celebs-then-now-young-old-46_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\britney_spears\Dicembre_00349_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\britney_spears\Xukc0Ro_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\britney_spears\x_2c484299_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brittany_murphy\y\Novembre_00688_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brittany_murphy\Novembre_00688_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\y\brooke-shields-di-laguna-blu_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\y\brooke-shields_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\y\brooke_shields_28e18afc6411f6f264d68510a407efa3_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\y\brooke_shields_bsbld044_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\brooke-shields-di-laguna-blu_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\Brooke-Shields_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\brooke_shields\look-nero-per-brooke-shields_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_dickinson\y\photos-celebrites-then-and-now17_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_dickinson\photos-celebrites-then-and-now17_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_lee\y\Novembre_04474_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_lee\Novembre_04474_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_springsteen\y\bruce-springsteen_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_springsteen\y\rock_stars_in_time_8_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_springsteen\rock_stars_in_time_8_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\0320-bow-tie-boy-guess-who-768-launch-480w_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\0320-bow-tie-boy-guess-who-768-reveal-480w_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\1382085158_040_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\celebs-then-now-young-old-44_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\Friends_01358_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\Marzo_02035_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\maxresdefault_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\y\The_Expendables_00798_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\0320-bow-tie-boy-guess-who-768-reveal-480w_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\1382085158_040_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\celebs-then-now-young-old-44_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\Friends_01358_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\Marzo_02035_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\maxresdefault_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruce_willis\The_Expendables_00798_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruno_mars\y\bruno-mars_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruno_mars\y\bruno-mars_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruno_mars\y\bruno_mars_6c9b93453e53a27545ee9dc2d149216f_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruno_mars\BrunoMars_PUB1_credit_Kai_Z_Feng1_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bruno_mars\bruno_mars_Picture2-10_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bryan_cranston\y\98893475_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bryan_cranston\y\Breaking_Bad_00253_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bryan_cranston\y\Marzo_01656_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bryan_cranston\98893475_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bryan_cranston\Breaking_Bad_00253_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\bryan_cranston\Marzo_01656_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\burt_rreynolds\y\12_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\burt_rreynolds\12_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\calista_flockhart\y\calista-flockhart-di-ally-mcbeal_3.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\calista_flockhart\y\celebrities-who-dont-seem-to-age-photos-10_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\calista_flockhart\calista-flockhart-di-ally-mcbeal_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\calista_flockhart\celebrities-who-dont-seem-to-age-photos-10_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cameron_diaz\y\Agosto_02541_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cameron_diaz\y\cameron-diaz-childhood-images.blogspot.com6__1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cameron_diaz\y\cameron_diaz_86cee603a079db6fbc141882430d1abf_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cameron_diaz\y\celebs-then-now-young-old-2_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cameron_diaz\Agosto_02541_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cameron_diaz\celebs-then-now-young-old-2_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\camille_rowe\y\camille-rowe-da-bambina_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\camille_rowe\y\Childhood model (7)_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\camille_rowe\y\models_kids_11-736930_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\camille_rowe\camille-rowe-da-bambina_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\camille_rowe\Childhood model (7)_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\camille_rowe\models_kids_11-736930_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candace_cameron\y\candace-cameron_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candace_cameron\candace-cameron_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\y\CANDICE-SWANEPOEL-5897-1418361011_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\y\candice_s2195d33e048e8aa2b6ac30b015bd0610_2_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\y\candice_s2195d33e048e8aa2b6ac30b015bd0610_3_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\y\candice_s2195d33e048e8aa2b6ac30b015bd0610_4_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\y\candice_s2195d33e048e8aa2b6ac30b015bd0610_5_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\CANDICE-SWANEPOEL-5897-1418361011_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\candice_swanepoel\candice_s2195d33e048e8aa2b6ac30b015bd0610_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carla_bruni\y\carla-bruni_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carla_bruni\la-bruni-elegante_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carlos_moya\y\tennis_players_when_they_were_young_16_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carlos_moya\tennis_players_when_they_were_young_16_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carmelo_anthony\y\carmelo_antony_t0BZOKO_original_2_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carmelo_anthony\carmelo_antony_t0BZOKO_original_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carolyn_murphy\y\Carolyn_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carolyn_murphy\Carolyn_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carol_alt\y\carol-alt_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carol_alt\carol-in-posa_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carre_otis\y\carre-otis_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carre_otis\carre-in-abito-scollato_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carrie_fisher\y\Ottobre_01316_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carrie_fisher\y\Star_Wars_0_00553_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carrie_fisher\Ottobre_01316_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carrie_fisher\Star_Wars_0_00553_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carrie_henn\y\1789813_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\carrie_henn\1789813_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\casey_affleck\y\casey-affleck_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\casey_affleck\casey-affleck_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\casey_stoner\y\caseystoneraschild_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\casey_stoner\y\stoner-piccolo1_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\casey_stoner\casey-stoner_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_back\y\Catherine-Bach-di-Hazzard_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_back\Catherine-Bach-di-Hazzard_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_mcneil\y\Catherine_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_mcneil\Catherine_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\y\catherine-zeta-jones-school_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\y\celebs-then-now-young-old-29_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\y\celebs-then-now-young-old-9_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\y\Settembre_03296_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\y\zeta-joles_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\catherine-zeta-jones-school_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\celebs-then-now-young-old-29_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\celebs-then-now-young-old-9_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\catherine_zeta_jones\Settembre_03296_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cathy_pryce\y\starschild_19_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cathy_pryce\starschild_19_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\celine_dion\y\46c7a020eaa0_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\celine_dion\46c7a020eaa0_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lindberg\y\Fast_and_Furious_01900_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lindberg\y\Novembre_04852_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lindberg\y\Supernatural_01682_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lindberg\Fast_and_Furious_01900_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lindberg\Novembre_04852_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lindberg\Supernatural_01682_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lowe\y\chad-lowe-young-1983-pretty-little-liars-2012-photo-split_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chad_lowe\chad-lowe-young-1983-pretty-little-liars-2012-photo-split_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chandler_riggs\y\The_Walking_Dead_00498_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chandler_riggs\The_Walking_Dead_00498_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chanel_iman\y\a11-1376448758_600x0_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chanel_iman\y\chanel-iman-giovanissima_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chanel_iman\a11-1376448758_600x0_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chanel_iman\chanel-iman-giovanissima_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\channing_tatum\y\0_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\channing_tatum\y\Aprile_04775_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\channing_tatum\0_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\channing_tatum\Aprile_04775_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charles_chaplin\y\Aprile_00859_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charles_chaplin\y\Directors_00958_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charles_chaplin\Aprile_00859_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charles_chaplin\Directors_00958_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charles_dance\y\Game_of_Thrones_01723_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charles_dance\Game_of_Thrones_01723_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_sheen\y\23669245_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_sheen\y\Friends_02428_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_sheen\y\Settembre_05063_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_sheen\23669245_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_sheen\Friends_02428_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_sheen\Settembre_05063_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_watts\y\photos-celebrites-then-and-now11_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlie_watts\photos-celebrites-then-and-now11_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlize_theron\y\84758148_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlize_theron\y\Agosto_05942_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlize_theron\y\stars_04_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlize_theron\84758148_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlize_theron\Agosto_05942_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlize_theron\stars_04_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\y\charlotte_casiraghi_1303935841047_f_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\y\charlotte_casiraghi_1303935841047_f_2_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\y\charlotte_casiraghi_fcbaa0389c777dc2652ff77b5addb834_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\charlotte-casiraghi-parigi-moda-2014_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\charlotte-casiraghi-parigi-moda-2014_2_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\charlotte_casiraghi_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_casiraghi\charlotte_casiraghi_c2a919b55b6315a565ccbbb045f4a23d_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_free\y\charlotte-free-giovanissima_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_free\charlotte-free-giovanissima_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_rampling\y\Dexter_01205_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\charlotte_rampling\Dexter_01205_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chauncey_billups\y\Chauncey Billups Mz8h1nY_original_2_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chauncey_billups\Chauncey Billups Mz8h1nY_original_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chelsea_handler\y\Chelsea-Handler-PREVIEW_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chelsea_handler\y\childhood-celebs-2_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chelsea_handler\chelsea-handler-netflix-show_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chelsea_handler\chelsea_handler_tk_140331_16x9_992_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cher\y\1288176630_1288153761_0036_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cher\y\bc89f6-17_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cher\y\celebs-then-now-young-old-11_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cher\1288176630_1288153761_0036_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cher\bc89f6-17_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cher\celebs-then-now-young-old-11_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chester_bennington\y\41223134_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chester_bennington\y\Marzo_03683_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chester_bennington\41223134_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chester_bennington\Marzo_03683_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chloe_grace_moretz\y\12205559_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chloe_grace_moretz\12205559_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\y\80892-13_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\y\celebs-then-now-young-old-34_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\y\Celebs_09_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\y\Christian-Bale_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\y\Gennaio_02466_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\y\Zvezdy-v-detstve-Vypusk-2-11_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\80892-13_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\celebs-then-now-young-old-34_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\Celebs_09_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\Christian-Bale_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\Gennaio_02466_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christian_bale\Zvezdy-v-detstve-Vypusk-2-11_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_aguilera\y\179462_190170001006990_1906866_n_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_aguilera\y\celebs-then-now-young-old-47_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_aguilera\179462_190170001006990_1906866_n_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_aguilera\934a483e06ee69fd0720f9669b2114cb_166_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_aguilera\934a483e06ee69fd0720f9669b2114cb_166_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_aguilera\celebs-then-now-young-old-47_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\y\7a16144f460c4759c8ca00d2ff5_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\y\christina-ricci-ieri_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\y\Febbraio_05164_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\y\zIYB811_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\7a16144f460c4759c8ca00d2ff5_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\christina-ricci-oggi_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\Febbraio_05164_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christina_ricci\zIYB811_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_atkins\y\christopher-atkins_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_atkins\christopher-atkins_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_lee\y\Star_Wars_01077_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_lee\Star_Wars_01077_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_lloyd\y\Ottobre_04476_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_lloyd\Ottobre_04476_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_nolan\y\Interstellar_01233_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_nolan\Interstellar_01233_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_walken\y\13129771_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_walken\y\Marzo_00899_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_walken\y\rare-photos-11_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_walken\13129771_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christopher_walken\Marzo_00899_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christoph_waltz\y\Ottobre_00567_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christoph_waltz\Ottobre_00567_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christy_turlington\y\christy-turlington_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christy_turlington\y\christy_turlington_10995073_986465234697207_71765968_n_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christy_turlington\y\christy_turlington_at2-s_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christy_turlington\13835633_51n_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christy_turlington\13835633_51n_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\christy_turlington\il-sorriso-di-christy_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_evans\y\Giugno_01172_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_evans\y\The_Avengers_00563_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_evans\Giugno_01172_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_evans\The_Avengers_00563_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_hemsworth\y\Agosto_06085_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_hemsworth\y\The_Avengers_00693_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_hemsworth\Agosto_06085_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chris_hemsworth\The_Avengers_00693_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chuck_norris\y\Marzo_03809_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chuck_norris\y\The_Expendables_01330_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chuck_norris\Marzo_03809_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\chuck_norris\The_Expendables_01330_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\y\1413320432_supermodel-u-ditinstv-4_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\y\cindy-crawford-da-piccola_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\y\Febbraio_02658_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\1264741152_supermodels_01_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\1264741152_supermodels_01_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\1413320432_supermodel-u-ditinstv-4_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\cindy-crawford_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\Febbraio_02658_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\la-crawford_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\cindy_crawford\la-supermodella-cindy-crawford_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\claudia_schiffer\y\1980168_277efa69_2.png,y
